2	tt1040494:-	tt1145664:-	tt1145665:-	tt1145666:-	tt1145667:-	tt2427226:-	tt3125180:-	tt3125186:-	tt3125194:-	tt3125198:-	
14	tt10811390:-	tt10846264:-	tt10901348:-	tt10922532:-	tt10995294:-	tt11020014:-	tt11068934:-	tt11098038:-	tt11133836:-	tt11218308:-	tt11218316:-	tt11257182:-	
3	tt1132825:-	tt1132826:-	tt1132827:-	tt1145668:-	tt1145669:-	tt1145670:-	tt1359711:-	tt1514886:-	tt1514887:-	tt1514888:-	tt1515360:-	tt1515361:-	
1	tt1145663:-	tt1719188:-	tt1719189:-	tt1719190:-	tt1719191:-	tt1719192:-	tt1719193:-	tt1720471:-	tt1720472:-	tt1720473:-	tt1720474:-	tt1720475:-	
4	tt1299575:-	tt1302909:-	tt1320692:-	tt1320693:-	tt1321596:-	tt1321597:-	tt1328105:-	tt1328106:-	tt1328107:-	tt1328108:-	tt1328109:-	tt1328110:-	
5	tt1509385:-	tt1509386:-	tt1512352:-	tt1732225:-	tt1732226:-	tt1732227:-	tt1759866:-	tt1759867:-	
6	tt1716868:-	tt1716869:-	tt1719784:-	tt1723259:-	tt1731794:-	tt1739410:-	tt1740894:-	tt1759025:-	tt1759026:-	tt1766430:-	tt1766431:-	tt1766432:-	
7	tt2036913:-	tt2044217:-	tt2052321:-	tt2058268:-	tt2069269:-	tt2073226:-	tt2078916:-	tt2091545:-	tt2096803:-	tt2109336:-	tt2109337:-	tt2115823:-	
8	tt2357464:-	tt2421556:-	tt2421806:-	tt2421838:-	tt2518040:-	tt2518054:-	
9	tt3125134:-	tt3139780:-	tt3170596:-	tt3189048:-	tt3270684:-	tt3273450:-	tt3273456:-	tt3273458:-	tt3304350:-	tt3304356:-	tt3321776:-	tt3335624:-	
10	tt3978550:-	tt3978552:-	tt3978556:-	tt3978558:-	tt3978564:-	tt3978568:-	tt3978572:-	tt3978576:-	tt3978578:-	tt3978580:-	tt3978582:-	tt3978586:-	
11	tt4960060:-	tt5939736:-	tt5939746:-	tt5939752:-	tt5939762:-	tt5939764:-	tt5939774:-	tt5939776:-	tt5939782:-	tt5939792:-	tt5939798:-	tt5939806:-	
12	tt5939816:-	tt6012118:-	tt6012124:-	tt6012132:-	tt6039958:-	tt6039964:-	tt6089276:-	tt6110000:-	tt6139052:-	tt6152962:-	tt6183658:-	tt6254432:-	
13	tt7320532:-	tt7320536:-	tt7320552:-	tt7352554:-	tt7474124:-	tt7474130:-	tt7474134:-	tt7534730:-	tt7534740:-	tt7664532:-	tt7664542:-	tt7664546:-	
