3	tt0677712:6.8	tt0677727:8.0	tt0677738:8.4	tt0677745:7.6	tt0677749:7.5	tt0677754:8.4	tt0677768:8.5	tt0677771:7.6	tt0677777:7.9	tt0677780:7.5	tt0677782:7.7	tt0677790:7.6	tt0677800:6.9	tt0677803:7.8	tt0677809:7.6	tt0677822:7.7	tt0677833:7.3	tt0677834:7.2	tt0677837:7.4	tt0677838:7.7	tt0677839:7.6	tt0677850:7.6	tt0677868:8.1	
8	tt0677713:7.6	tt0677717:7.5	tt0677725:7.5	tt0677733:7.7	tt0677740:8.0	tt0677741:7.4	tt0677743:8.0	tt0677755:7.6	tt0677776:7.6	tt0677796:8.3	tt0677799:7.1	tt0677812:8.5	tt0677814:7.9	tt0677820:7.3	tt0677842:8.1	tt0677844:7.5	tt0677851:7.1	tt0677853:7.4	tt0677854:7.6	tt0677874:7.4	tt0677875:7.9	tt0677877:7.7	
5	tt0677714:8.2	tt0677716:7.8	tt0677718:7.6	tt0677729:7.5	tt0677763:8.4	tt0677764:7.6	tt0677765:7.6	tt0677772:7.4	tt0677795:9.2	tt0677802:7.7	tt0677810:8.4	tt0677813:8.7	tt0677817:8.5	tt0677828:7.4	tt0677836:7.6	tt0677843:8.9	tt0677846:7.7	tt0677848:7.6	tt0677849:8.8	tt0677861:8.4	tt0677876:7.8	tt0677878:7.5	
2	tt0677715:7.7	tt0677719:7.8	tt0677723:8.0	tt0677730:8.0	tt0677735:8.1	tt0677739:8.3	tt0677750:7.8	tt0677752:8.0	tt0677760:7.5	tt0677761:7.5	tt0677770:7.4	tt0677775:7.4	tt0677788:7.7	tt0677819:7.5	tt0677821:7.5	tt0677823:7.5	tt0677824:7.1	tt0677825:7.7	tt0677827:7.6	tt0677832:7.3	tt0677840:7.4	tt0677845:7.3	tt0677856:6.4	tt0677857:7.3	tt0677862:7.9	tt0677865:7.5	tt0677867:7.5	tt0677870:7.9	
7	tt0677720:8.0	tt0677721:7.8	tt0677731:7.4	tt0677732:7.6	tt0677734:7.7	tt0677737:7.8	tt0677744:7.8	tt0677751:7.6	tt0677758:7.9	tt0677766:7.7	tt0677769:7.7	tt0677784:7.7	tt0677797:7.8	tt0677801:8.0	tt0677815:7.7	tt0677829:8.2	tt0677830:7.9	tt0677831:7.6	tt0677847:7.4	tt0677852:7.9	tt0677855:7.7	tt0677859:7.9	
4	tt0677722:7.5	tt0677724:7.5	tt0677726:7.5	tt0677728:7.8	tt0677736:8.2	tt0677742:7.8	tt0677747:7.6	tt0677748:7.7	tt0677762:7.6	tt0677767:8.6	tt0677774:7.4	tt0677783:7.6	tt0677786:8.6	tt0677787:8.3	tt0677789:7.9	tt0677794:7.3	tt0677798:8.2	tt0677804:7.6	tt0677818:7.0	tt0677826:7.0	tt0677866:7.7	tt0677873:7.4	
6	tt0677746:6.8	tt0677753:7.3	tt0677756:7.3	tt0677757:7.8	tt0677759:7.5	tt0677773:8.3	tt0677778:7.3	tt0677779:7.9	tt0677781:7.7	tt0677785:8.1	tt0677791:7.5	tt0677792:7.3	tt0677793:7.6	tt0677816:7.9	tt0677835:8.2	tt0677841:8.3	tt0677858:8.0	tt0677860:7.9	tt0677863:7.7	tt0677864:8.0	tt0677871:7.6	tt0677872:7.8	
1	tt0677805:7.7	tt0677806:8.3	tt0677807:7.8	tt0677808:7.7	tt0677811:7.7	tt0677869:7.7	
