6	tt11408714:7.1	tt11408730:7.5	tt11408750:9.2	tt11447900:7.0	tt11447902:6.3	tt11447906:7.9	tt11447908:7.9	tt11447910:7.3	tt11447912:7.7	tt11918348:8.0	tt11920634:7.3	tt11920648:8.1	tt11920660:8.9	tt11920666:8.4	tt11920688:9.0	tt12004352:8.0	tt12004394:8.6	tt12021178:8.5	tt12032306:9.1	tt8736080:8.3	
1	tt3077624:7.1	tt3327488:8.0	tt3327506:7.0	tt3327512:7.5	tt3472140:7.0	tt3504474:7.0	tt3567740:7.0	tt3600972:8.2	tt3621956:7.5	tt3642464:8.5	tt3666862:7.6	tt3675526:8.0	tt3675528:7.1	tt3675532:8.1	tt3767404:8.3	tt4121352:8.4	tt4131552:6.3	tt4131554:7.5	tt4131556:7.8	tt4131560:7.1	tt4131562:9.3	tt4131564:8.7	tt4131566:9.1	tt4131568:7.6	tt4131570:8.2	tt4131572:8.4	tt4131574:7.1	tt4131576:8.2	tt4131578:7.5	tt4131580:8.1	tt4131584:8.2	tt4131586:6.7	tt4131588:7.8	tt4196730:7.4	tt4335112:9.3	tt4362262:9.1	tt4427872:9.2	tt4447598:7.2	tt4517610:8.5	tt4517614:8.7	tt4517620:8.0	tt4519188:8.3	tt4519198:9.3	tt4519204:9.6	tt4529670:8.3	tt4532196:7.7	tt4557734:8.3	tt4559166:7.4	tt4560266:9.5	tt4560522:7.4	tt4561100:7.7	tt4563774:5.7	tt4603502:8.9	tt4603504:6.8	
2	tt3666860:8.4	tt4561102:7.6	tt4603522:7.1	tt4603528:7.8	tt4658120:6.6	tt4658122:9.3	tt4786686:9.1	tt4786694:8.8	tt4806082:8.5	tt4854464:8.9	tt4929448:8.7	tt4929454:7.5	tt4938444:7.2	tt4938450:8.5	tt5022282:8.5	tt5040242:7.2	tt5060468:8.6	tt5083580:8.5	tt5106004:8.5	tt5130378:8.1	tt5307414:9.4	tt5307420:8.3	tt5307422:8.8	tt5307426:9.3	tt5328520:8.9	
3	tt5690968:9.1	tt5690974:9.2	tt5695162:8.9	tt5695164:8.4	tt5756970:8.3	tt5826436:8.2	tt5827744:7.7	tt5869616:7.1	tt5869624:9.6	tt5869626:7.3	tt5869628:7.8	tt5895980:7.0	tt5895988:7.6	tt5895990:8.9	tt5895992:8.4	tt5895996:8.6	tt5896504:8.6	tt5914390:8.6	tt5914394:9.4	tt5914398:8.6	tt5914406:9.2	tt5914408:8.8	tt5914412:9.2	tt5926126:9.0	
4	tt5914418:8.1	tt5914420:7.9	tt5927026:7.5	tt5927028:9.3	tt5927038:6.9	tt5969364:8.8	tt5969382:6.1	tt5969384:8.3	tt5969388:8.8	tt5969390:9.2	tt5969396:8.5	tt5969400:8.7	tt5969402:8.3	tt5969408:9.4	tt5969412:7.5	tt5969416:9.2	tt5969418:5.2	tt5969422:6.8	tt5969426:8.0	tt5969430:8.2	tt5969436:7.5	tt5969438:7.9	tt5969442:8.7	tt5969448:9.3	
5	tt5969450:8.8	tt5969452:9.4	tt6833138:9.3	tt6893036:9.3	tt6928870:6.8	tt7033894:-	tt7033908:-	tt7311556:7.9	tt7311584:7.6	tt7618792:7.9	tt7618858:7.8	tt7638798:7.9	tt7677020:8.6	tt7748318:8.9	tt7918262:8.5	tt8150924:7.6	tt8150926:7.9	tt8179456:8.3	tt8181494:9.0	tt8181496:9.6	tt8394454:9.2	tt8399410:8.3	tt8442768:8.8	tt8580182:8.8	tt8580186:9.6	tt8668338:9.1	tt8736074:8.6	tt9320272:7.7	tt9326526:8.5	tt9326572:9.6	
