19	tt0744166:-	tt1504920:-	tt1504921:-	
20	tt0744167:-	tt0744168:-	tt0744169:-	tt0744171:-	tt1504924:-	tt1504925:-	
21	tt0744170:-	tt0786570:-	tt1504926:-	tt1504927:-	tt1702993:-	
16	tt10834440:-	tt10834466:-	tt10834504:-	tt10834532:-	tt10834542:-	tt10834546:-	tt10834562:-	tt10834566:-	tt10834588:-	tt10834590:-	tt10834614:-	tt10834664:-	tt10834674:-	tt10834696:-	tt10834710:-	tt10834732:-	tt10834740:-	tt10834764:-	tt10834788:-	tt10834798:-	tt10834822:-	tt10834842:-	tt10834860:-	tt10834876:-	tt10834894:-	tt10834896:-	tt10834914:-	tt1504914:-	tt1504915:-	
9	tt1189871:-	tt1463106:-	tt1504948:-	tt1581262:-	
23	tt1223062:-	tt1504930:-	tt1504931:-	tt4781230:-	tt4781236:-	tt4781244:-	tt4781276:-	tt4781322:-	tt4781334:-	tt4781348:-	tt4781358:-	tt4781380:-	tt4781508:-	tt4781520:-	tt7850016:-	
24	tt1323477:-	tt1384343:-	tt1504932:-	tt1504933:-	
39	tt13600724:-	tt13600742:-	tt13600752:-	tt13600776:-	tt13600782:-	tt13600790:-	
40	tt13600798:-	tt13600800:-	tt13600810:-	tt13600850:-	tt13600860:-	tt13600884:-	
41	tt13600916:-	tt13600978:-	tt13601002:-	tt13601024:-	tt13601054:-	tt13601782:-	
1	tt1504900:-	tt1504901:-	
10	tt1504902:-	tt1504903:-	
11	tt1504904:-	tt1504905:-	
12	tt1504906:-	tt1504907:-	
13	tt1504908:-	tt1504909:-	
14	tt1504910:-	tt1504911:-	tt5703076:-	
15	tt1504912:-	tt1504913:-	
17	tt1504916:-	tt1504917:-	
18	tt1504918:-	tt1504919:-	
2	tt1504922:-	tt1504923:-	
22	tt1504928:-	tt1504929:-	tt7850028:-	
25	tt1504934:-	tt1520823:-	tt1537123:-	tt1562839:-	tt7895602:-	
3	tt1504935:-	tt1504936:-	
4	tt1504937:-	tt1504938:-	
5	tt1504939:-	tt1504940:-	
6	tt1504941:-	tt1504942:-	
7	tt1504943:-	tt1504944:-	
8	tt1504945:-	tt1504946:-	
26	tt1672063:-	tt1672064:-	tt1676742:-	tt1722983:-	tt1727222:-	
27	tt1723233:-	tt1742627:-	tt1769268:-	tt1799066:-	tt1799067:-	tt1817065:-	tt1817066:-	tt1817067:-	tt1817068:-	tt1817652:-	tt1817653:-	
28	tt1918574:-	
29	tt2085611:-	tt2090425:-	tt2090426:-	tt2090427:-	
30	tt2318235:-	tt2480492:-	
31	tt2392062:-	tt2451100:-	tt2466160:-	tt2505378:-	
33	tt3008400:-	tt3008410:-	
34	tt3254482:-	tt4259106:-	
\N	tt3295294:-	tt3295298:-	tt3295300:-	tt3295306:-	tt3295312:-	tt3295314:-	tt4375982:-	
35	tt3789818:-	
37	tt4681206:-	tt4692348:-	tt4744414:-	
38	tt6135832:-	tt6135834:-	
