1	tt12469652:-	tt12564040:-	tt12564062:-	tt12564070:-	tt12564080:-	tt12564084:-	tt12564088:-	tt12564090:-	tt12564096:-	tt12564104:-	tt12564112:-	
2	tt12564126:-	tt12604042:-	tt12604046:-	tt12604052:-	tt12604084:-	tt12604124:-	tt12604132:-	tt12604144:-	tt12604200:-	tt12604210:-	
3	tt12604214:-	tt12604804:-	tt12604814:-	tt12604832:-	tt12604838:-	tt12604852:-	tt12604924:-	tt12605010:-	tt12605020:-	tt12605026:-	
4	tt12605100:-	tt12605232:-	tt12605242:-	tt12605244:-	tt12605252:-	tt12605264:-	tt12605274:-	tt12605278:-	tt12605282:-	tt12605290:-	
5	tt15041936:-	tt15041940:-	tt15041946:-	
