1	tt2059072:-	tt2059073:-	tt2059074:-	tt2059075:-	tt2060212:-	tt2066669:-	tt2066670:-	tt2066671:-	tt2066672:-	tt2066673:-	tt2066674:-	tt2066675:-	tt2066676:-	tt2132975:-	
\N	tt2550990:-	tt2563258:8.6	tt2575072:-	tt2575082:-	tt2575084:-	tt3703954:-	tt4076234:-	tt4172070:-	
2	tt2584140:-	tt2619432:-	tt2646180:-	tt2690024:-	tt2721552:-	tt2756332:-	tt2799018:-	tt2833504:-	
3	tt4227904:-	tt4250112:-	tt4289312:-	tt4356732:-	tt4400214:-	tt4440912:-	tt4516276:-	tt4555120:7.0	tt4592262:-	tt4648514:-	tt4687482:-	tt4714966:-	
