1	tt12146584:-	tt12350520:-	tt12850710:-	tt12850728:-	tt14137148:-	tt14137150:-	tt14137152:-	tt14137154:-	tt14137156:-	tt14137158:-	tt14137160:-	tt14137164:-	tt14137166:-	tt14137168:-	tt14137172:-	tt14137174:-	tt14137176:-	tt14137178:-	tt14137180:-	tt14137182:-	tt14137184:-	tt14137186:-	tt14137188:-	tt14137190:-	tt14137192:-	tt14137194:-	tt14137264:-	tt14137266:-	tt14137270:-	tt14137272:-	tt14137274:-	tt14137276:-	tt14137278:-	tt14137282:-	tt14137284:-	tt14137286:-	tt14137288:-	tt14137290:-	tt14137292:-	tt14137294:-	tt14137296:-	tt14137298:-	tt14137300:-	tt14137302:-	tt14137304:-	tt14137306:-	tt14137308:-	tt14137310:-	tt14137312:-	tt14137314:-	tt14137316:-	tt14137318:-	tt14137320:-	tt14137322:-	tt14137324:-	tt14137326:-	
2	tt13875700:-	tt13880844:-	tt13880878:-	tt13880996:-	tt13882654:-	tt13882656:-	tt13888458:-	tt13893360:-	tt13899602:-	tt13922992:-	tt13927236:-	tt13934618:-	tt13944584:-	tt13944856:-	tt13970420:-	tt13981484:-	tt13981504:-	tt13987358:-	tt13993660:-	tt14020844:-	tt14027762:-	tt14034220:-	tt14039992:-	tt14050804:-	tt14066378:-	tt14072938:-	tt14080330:-	tt14085054:-	tt14092762:-	tt14112546:-	tt14126074:-	tt14126182:-	tt14136764:-	tt14136772:-	tt14160146:-	tt14166898:-	tt14178264:-	tt14178294:-	tt14188270:-	tt14205292:-	tt14211412:-	tt14224040:-	tt14234026:-	tt14234064:-	tt14270440:-	tt14270460:-	tt14274362:-	tt14274384:-	tt14280218:-	tt14314140:-	tt14325984:-	tt14332986:-	tt14332994:-	tt14361566:-	tt14361662:-	tt14368730:-	
