5	tt12340700:-	tt12340712:-	tt12340730:-	tt12340740:-	tt12340764:-	tt12340776:-	
6	tt12340802:-	tt12340822:-	tt12340844:-	tt12340848:-	tt12340854:-	tt12340860:-	
7	tt12340896:-	tt12340910:-	tt12340922:-	tt12340936:-	tt12340956:-	tt12340970:-	
8	tt12340990:-	tt12341020:-	tt12341030:-	tt12341046:-	tt12341060:-	tt12341078:-	
9	tt12341148:-	tt12341156:-	tt12341170:-	tt12341176:-	
11	tt12341218:-	tt12341228:-	
12	tt12341244:-	tt12341262:-	tt12341372:-	tt12341390:-	tt12341406:-	tt12341420:-	
15	tt12341494:-	tt12341506:-	tt12341522:-	tt12341532:-	tt12341544:-	tt12341556:-	
1	tt1792964:-	tt1792965:-	tt1792972:-	tt1792973:-	tt1792974:-	tt1792976:-	
3	tt1792966:-	tt1792969:-	tt1792971:-	tt1792975:-	tt1792977:-	tt1792978:-	
2	tt1792967:-	tt1792968:-	tt1792970:-	
4	tt2005843:-	tt2010332:-	tt2015914:-	tt2024028:-	tt2033684:-	tt2040904:-	
10	tt5928534:-	tt5950854:-	tt5960218:-	tt5986428:-	tt6176084:-	tt6176100:-	
13	tt7176050:-	
14	tt8860640:-	tt8860642:-	
