2	tt10042668:7.9	tt10074812:8.5	tt10074930:8.7	tt10074932:8.9	tt10074934:8.4	tt10074936:7.4	tt10074938:7.9	tt10074940:7.8	tt10074942:8.0	tt10074944:8.3	tt10090840:8.7	tt10090850:8.1	tt10125630:8.9	tt10125634:8.5	tt10125638:8.3	tt10125642:8.2	tt10199064:8.4	tt10199068:9.4	tt10273670:8.1	tt10273674:3.3	tt10373690:9.1	tt10373694:9.5	tt10493898:7.7	tt10493908:8.0	tt10493924:8.3	tt10521514:8.4	tt10577700:8.4	tt10577702:9.1	tt10676738:9.4	tt10676764:9.4	tt10731706:9.7	tt10731708:9.4	tt10759868:8.1	tt10800320:8.8	tt10840004:8.8	tt10944656:8.7	tt10944664:9.0	tt10944666:9.7	tt10988092:8.3	tt10988212:7.3	tt9150376:8.5	tt9150382:8.7	tt9150388:8.6	tt9170250:7.4	tt9204812:7.7	tt9248580:8.4	tt9286716:8.3	tt9318504:8.9	tt9541576:8.5	tt9546750:8.4	tt9736996:8.3	
3	tt11037126:8.4	tt11052300:8.8	tt11091198:8.3	tt11127048:8.5	tt11167228:8.8	tt11201380:9.3	tt11271484:8.7	tt11271960:8.6	tt11310118:9.0	tt11375712:9.4	tt11383130:9.6	tt11422890:9.7	tt11474208:9.8	tt11492308:-	
1	tt7462664:7.7	tt7462668:7.8	tt7551020:7.5	tt7595146:8.2	tt7595150:8.2	tt7606384:8.2	tt7633298:7.9	tt7659024:7.2	tt7683648:8.0	tt7715634:8.1	tt7739812:7.7	tt7767906:7.7	tt7818398:7.8	tt7862740:8.1	tt7879168:8.6	tt7916512:8.5	tt7961332:8.6	tt7993794:8.4	tt8002504:8.2	tt8040372:8.2	tt8081160:8.6	tt8113398:8.6	tt8131734:8.5	tt8174088:8.4	tt8228584:8.7	tt8278698:8.7	tt8278700:8.5	tt8313350:8.4	tt8339736:7.1	tt8357634:8.2	tt8396164:8.2	tt8435882:8.6	tt8451494:8.9	tt8480422:9.5	tt8537568:9.2	tt8556284:9.0	tt8581854:9.1	tt8644436:8.3	tt8690622:8.2	tt8690624:7.7	tt8720288:7.8	tt8748648:8.0	tt8780232:8.4	tt8807486:8.6	tt8847392:8.6	tt8881210:9.1	tt8929726:9.1	tt8976852:8.8	tt9032188:9.5	tt9032190:8.1	tt9118272:8.4	
