6	tt10213324:6.6	tt10285170:7.5	tt10457058:7.7	tt10611504:7.4	tt10870778:7.0	tt10998616:7.3	tt11177422:6.3	tt11341904:8.1	tt11464932:7.5	tt12152228:5.0	tt13339328:7.2	tt13593922:8.8	
1	tt2087109:7.1	tt2110705:6.8	tt2120285:7.5	tt2120286:8.4	tt2120287:7.3	tt2120288:8.5	tt2120289:7.5	tt2120290:7.4	tt2120291:6.4	tt2120292:6.4	tt2120293:7.8	tt2120294:8.0	tt2120295:7.3	tt2120296:7.5	tt2120297:6.0	
2	tt2210278:8.9	tt2252525:7.6	tt2299973:8.3	tt2299977:7.4	tt2395753:7.1	tt2395755:8.1	tt2435464:8.0	tt2464768:8.4	tt2494272:7.6	tt2719358:7.0	tt2802194:8.2	tt2802204:7.8	tt2802208:7.3	tt2802212:8.3	tt2802218:7.4	tt2802220:7.4	tt2856444:8.1	tt3014874:8.6	
3	tt3359404:7.8	tt3361638:7.8	tt3361812:6.5	tt3378152:7.5	tt3381006:7.7	tt3546030:6.6	tt3713660:8.2	tt3742706:7.7	tt3813064:8.1	tt3813068:8.6	tt3873380:8.0	tt3966688:7.9	
4	tt3665528:6.0	tt4248434:8.5	tt4286808:9.2	tt4351998:8.3	tt4352006:7.8	tt4352014:8.5	tt4616176:7.4	tt4616182:7.0	tt4616186:7.6	tt4616190:8.6	tt4616192:7.8	tt4616196:8.4	tt5274554:8.1	
5	tt5686436:8.4	tt5733522:7.3	tt5766904:6.6	tt5808244:8.1	tt5846950:4.0	tt5876842:7.7	tt6191496:4.7	tt6253410:6.9	tt6283586:6.5	tt6327772:7.3	tt6329832:6.5	tt6366050:8.2	tt9397928:7.4	
