3	tt0617736:5.9	tt0617737:5.9	tt0617739:5.7	tt1425526:6.4	tt1425527:6.8	tt3299876:6.0	tt3299880:5.9	tt3299884:6.0	tt3299914:6.5	tt3299916:5.9	tt3299922:7.4	tt3984206:6.1	tt7971040:6.0	tt7974066:5.8	
1	tt0617738:5.7	tt0987063:6.2	tt0987064:5.8	tt0987066:6.4	tt0987067:6.0	tt0987068:6.1	tt0987069:6.6	tt0987070:6.5	tt0987071:6.2	tt0987072:6.6	tt0987073:6.7	tt0987074:6.1	tt0987075:5.8	
2	tt0617740:6.2	tt0617741:6.4	tt0987065:6.1	tt1589587:5.5	tt3299812:5.9	tt3299816:6.0	tt3299818:6.2	tt3299826:6.2	tt3299830:6.4	tt3299840:5.5	tt3299848:6.1	tt3299856:5.2	tt3299862:6.5	
