1	tt0925171:5.5	tt0931216:4.9	
14	tt10676494:5.0	tt11536732:4.9	
2	tt1150976:4.9	tt1162659:6.1	tt1190586:7.7	
3	tt1245426:6.5	tt1299895:5.5	tt1310552:5.3	
15	tt13498918:5.1	tt13498930:4.6	
4	tt1424995:5.5	tt1491958:5.4	tt1491959:6.7	
5	tt1702162:6.2	tt1816225:6.0	
6	tt2129398:4.9	tt2562182:6.2	
7	tt2562188:6.0	tt2562198:4.9	
8	tt2847272:5.8	tt3426436:6.2	
9	tt4343064:5.8	tt5305294:5.3	
10	tt5026114:5.5	tt5328422:6.0	
11	tt6287148:5.9	tt6384932:6.2	
12	tt7787426:5.5	tt7836580:6.4	
13	tt9278382:6.0	tt9297722:6.2	
