1	tt10556796:-	tt10556798:-	tt10556800:-	tt10556802:-	tt10560792:-	tt10560794:-	tt10560796:-	
2	tt10889756:-	tt10889758:-	tt10889760:-	tt10924352:-	tt10924354:-	tt10924356:-	tt10924358:-	tt10937398:-	tt10937400:-	tt10937402:-	
3	tt11369664:-	tt11369666:-	tt11369668:-	tt11406278:-	tt11406282:-	tt11406286:-	tt11406288:-	tt11440272:-	tt11440274:-	tt11440278:-	
4	tt11750198:-	tt11750200:-	tt11750202:-	tt11786816:-	tt11786818:-	tt11786820:-	tt11786822:-	tt11924706:-	tt11924708:-	tt11924710:-	
5	tt12375562:-	tt12404452:-	tt12404454:-	tt12404456:-	tt12404458:-	tt12429012:-	tt12429014:-	tt12429018:-	tt12429020:-	tt12429022:-	
\N	tt12505846:-	
6	tt12725140:-	tt12725142:-	tt12725144:-	tt12725146:-	tt12769872:-	tt12769876:-	tt12769878:-	tt12769880:-	tt12769882:-	tt12817102:-	
7	tt13276358:-	tt13276360:-	tt13294388:-	tt13294390:-	tt13294392:-	tt13294394:-	tt13294396:-	tt13329138:-	tt13329140:-	
8	tt13546160:-	tt13546356:-	tt13577252:-	tt13577254:-	tt13577256:-	tt1971930:-	
9	tt13618654:-	tt13618656:-	tt13618658:-	tt13618660:-	tt13691116:-	tt13691118:-	tt13691120:-	tt13691124:-	tt13724122:-	tt13724124:-	
10	tt14439996:-	tt14440004:-	tt14472190:-	tt14472192:-	tt14472194:-	tt14472196:-	tt14472198:-	tt14472200:-	tt14472202:-	tt14472204:-	
