3	tt12026192:9.3	tt13516430:9.2	tt13516432:9.2	tt13985834:9.3	tt14025360:9.2	tt14082432:9.2	tt14082610:9.2	tt14162498:9.4	tt14162500:9.5	tt14287652:9.5	tt14287768:9.3	tt14345554:9.4	
1	tt12752616:8.8	tt3256500:7.9	tt3256502:7.9	tt3277852:8.4	tt3282120:9.1	tt3299792:8.6	tt3323492:8.6	tt3337086:8.7	tt3349272:8.6	tt3367092:8.1	tt3380080:8.8	tt3403598:8.7	tt3413502:8.7	
2	tt12752620:9.0	tt4881584:8.6	tt4881598:8.5	tt4881600:8.4	tt4936092:9.4	tt4936100:8.7	tt4936108:8.5	tt4967860:8.9	tt4967870:8.5	tt4986970:8.8	tt5009404:9.2	tt5029842:8.8	tt5047060:8.9	
