1	tt10048316:-	tt10048348:-	tt10054422:-	tt10093772:-	tt10125516:-	tt10160668:-	tt10201982:-	tt10233606:-	tt10280972:-	tt10305880:-	tt10375250:-	tt10443238:-	tt10513834:-	
\N	tt10370468:-	tt10410388:-	tt10499670:-	tt11296586:-	tt11480104:-	tt11652246:-	tt13311658:-	tt13672454:-	tt14046312:-	
2	tt11066076:-	tt11116634:-	tt11193810:-	tt11242708:-	tt11343740:-	tt11414008:-	tt11460282:-	tt11519420:-	tt11611330:-	tt11699628:-	tt11782650:-	tt11911884:-	
3	tt12930006:-	tt13023274:-	tt13106114:-	tt13195022:-	tt13284326:-	tt13367174:-	tt13446088:-	tt13535348:-	tt13615800:-	tt13730308:-	tt13795890:-	tt13886772:-	
4	tt14077822:-	tt14169798:-	tt14266428:-	
