1	tt0544207:7.8	tt0544209:7.5	tt0544212:7.9	tt0544220:8.5	tt0544224:8.5	tt0544225:7.2	tt0544227:6.8	tt0544230:7.9	tt0544231:7.6	tt0544232:8.1	tt0544234:8.0	tt0544236:6.5	tt0544243:6.4	tt0911237:6.6	
2	tt0544208:7.1	tt0544210:7.2	tt0544213:7.3	tt0544214:7.0	tt0544216:7.6	tt0544219:7.4	tt0544226:8.8	tt0544229:7.9	tt0544233:7.3	tt0544235:7.6	tt0544237:8.2	tt0544238:7.4	tt0544239:7.6	
3	tt0544211:6.3	tt0544215:8.5	tt0544217:7.7	tt0544218:6.5	tt0544221:8.1	tt0544222:7.7	tt0544223:8.2	tt0544228:7.6	tt0544240:4.3	tt0544241:7.9	tt0544242:7.3	tt0789381:8.0	tt0792526:7.2	
