5	tt0540530:-	tt0540531:-	tt0903260:-	tt0903261:-	tt0903262:-	tt0903263:-	tt0903264:-	
1	tt0869551:-	tt0903233:5.9	tt0903234:6.3	tt0903235:-	tt0903236:-	tt0903237:-	
2	tt0903238:-	tt0903239:-	tt0903240:-	tt0903241:-	tt0903242:-	tt0903243:-	
3	tt0903244:-	tt0903245:-	tt0903246:-	tt0903247:-	tt0903248:-	tt0903249:-	
4	tt0903250:-	tt0903251:-	tt0903252:-	tt0903253:-	tt0903254:-	tt0903255:-	tt0903256:-	tt0903257:-	tt0903258:-	tt0903259:-	
